Transaction_ID,Date,Customer_Name,Gender,Age,Income,Category,Region,Sales_Amount,Quantity
c918f9d7-1276-4ab0-8a06-4a9ff868b2e3,12/12/2023,Stephanie Moreno,Female,58,66263,Electronics,West,120.08,4
75361151-0284-4a9e-bde3-5b7c1fcdb040,09/05/2020,Steven Jones,Male,56,45832,Health & Beauty,Central,380.74,6
e4d8efe8-d38e-4302-ba49-4d991b8da386,02/06/2024,Austin Peters,Male,22,72852,Funiture,South,752.47,2
07e3b59b-bc06-40ca-a0fe-b6b2d4dd0863,13/12/2022,Brandon Thomas,Male,20,104782,Entertainment,North,807.21,6
61ae8aba-3390-4a4b-833e-880a89f1d347,14/11/2023,Jacob Johnson,Female,46,109136,Electronics,East,106.76,1
59a08d35-a9ea-467d-8c39-40188d37da24,26/06/2022,Paul Stewart,Female,69,25658,Clothing,South,992.65,3
44e4244b-e6f3-43ba-8423-dc93e9f93128,08/06/2024,Hailey Singleton,Male,35,52763,Electronics,North,991.7,4
f51fba78-7a9d-457d-ad7a-51f46b6627b6,04/03/2023,Kelly Whitney,Female,55,114128,Funiture,Central,871.41,7
0c44b92c-a680-4621-9568-11eb48a9ac6e,11/03/2020,Amanda Nelson,Male,41,122366,Entertainment,North,403.33,4
75dc58b9-03d7-4d0a-bb1b-d4f2bdc27a92,04/04/2022,Anna Hernandez,Male,31,142851,Funiture,North,845.27,2
db0ec1a3-8395-4d15-8019-5e392241fb9f,03/10/2024,Tiffany Carter,Female,51,30085,Electronics,North,182.87,2
8b4fc744-89d1-4883-a29a-927f4a5bb7c0,03/07/2022,Thomas Bryant,Female,45,87945,Health & Beauty,East,910.5,6
5a2189a5-fb11-4ea6-80d4-2ecc570f9c5e,18/01/2021,Luis Anderson,Female,42,69109,Clothing,Central,633.75,3
02fc3bb0-81e0-4d0d-acb0-6e8f133530d6,14/04/2024,Sonya Harris,Female,39,77853,Entertainment,Central,148.9,2
b4068d9a-fa71-4235-9a3b-52eda76cf819,09/08/2023,Karen Davis,Male,28,60254,Entertainment,Central,698.01,8
c73004ab-66ab-4a45-a90b-f6e3f8503feb,28/02/2022,Tammy Lopez,Female,22,92747,Groceris,East,710.9,6
be32ef0e-8ac2-4fd8-88b5-00b724ec4dfa,21/03/2020,Anthony Goodman,Female,44,43977,Electronics,East,55.41,4
d69d08b8-1ca5-4fd8-83d3-30e92ab46cbe,02/03/2021,Michael White,Female,63,108640,Entertainment,South,142.6,9
ea519d97-3095-44fc-93b8-3f068093d168,07/10/2020,Dr. Brandon Trevino,Female,28,122893,Electronics,East,951.18,5
a91cae84-54ea-4735-9fad-5af012b91e9b,09/02/2022,Michael Hess,Female,64,85995,Clothing,South,901.77,2
b41a16f2-cd1b-41b5-8143-76e1a383bc89,21/03/2020,Jacqueline Oliver,Male,33,113192,Funiture,South,908.15,7
939052fd-ae21-49af-9d66-6cc96f5f9d02,29/12/2021,Angela Thompson,Male,58,144761,Entertainment,South,395.93,2
ee6b3bfb-57c6-4e96-8f69-4c9957ebf401,14/05/2022,Aimee Mills,Male,36,82820,Health & Beauty,Central,323.09,8
6263fe65-1771-49db-befb-467709144155,11/11/2022,Mark Lopez,Female,33,52954,Funiture,East,675.19,4
714cabc5-5b9b-4c8a-a4b9-24bd2b5c1dc9,09/11/2024,Patrick Mcclure,Male,62,88895,Groceris,North,330.96,5
c054d3c8-8482-461c-9f87-980c2a71e01b,22/11/2020,Michele Owens,Male,68,82547,Funiture,North,938.72,1
8acdf7c3-ada6-4232-9701-01450749817a,07/02/2020,Michael Bishop,Male,24,116354,Clothing,East,529.69,3
3eba1d84-4961-4a09-81f9-57adc39205df,21/10/2024,Lisa Rodriguez,Female,60,92309,Entertainment,North,255.01,6
cb10442d-d76d-45ca-a7ad-1d49a172b101,24/06/2024,Madison Porter,Female,55,37169,Groceris,North,192.11,6
7c1d8c0f-8591-416c-8924-405555cc2d74,25/05/2020,Stephen Berg,Male,27,29168,Entertainment,East,651.7,4
b6e288aa-fd73-4985-8b0b-dbcb8cd694af,11/05/2024,Suzanne Day,Female,40,110787,Electronics,West,653.86,3
30db9ebc-c22f-44b0-bc6e-3e579d59f37f,07/10/2023,Laura Black,Female,59,109498,Clothing,North,93,1
fb9e1c79-7cdc-4d53-831e-fb4899d1b7ce,09/01/2020,Andrea Campbell,Male,67,91524,Electronics,South,993.53,3
5d155c53-cb39-4d1d-8af0-50681823356f,25/02/2022,Tristan Crosby,Female,64,73330,Clothing,South,337.78,3
82cf8f75-44cc-4ca9-b5b4-f3e6f9dae058,28/11/2022,Tricia Rose,Male,46,122289,Funiture,South,221.05,3
06f5db7e-e927-484f-8f2c-b93edc067bf5,21/10/2024,Kendra Brown,Female,53,38048,Entertainment,East,492.48,6
3daa703a-7621-4459-b81a-ebde9d7256c4,15/07/2024,Aaron Wilson,Female,25,90755,Health & Beauty,West,747.55,6
0303c310-f901-4dc0-a1a5-685c91b71da2,28/10/2024,Steve Taylor,Male,33,139157,Health & Beauty,Central,478.72,8
c2e101a7-ad1f-485a-b34e-540116218722,16/05/2022,Tiffany Robinson,Female,32,145111,Clothing,West,890.63,7
d707fcb5-eb20-4418-b2e6-50b883f69aee,26/10/2021,Matthew Archer,Female,30,144009,Groceris,West,12.28,4
3cec115c-1be5-4ce2-b428-4cef160b1142,20/01/2022,Angela Ochoa,Male,65,30539,Entertainment,Central,917.64,8
ff5f1fc2-26ee-4d8f-bd29-158dbbb044b1,05/06/2022,Charles Jones,Male,66,92594,Entertainment,East,213.14,8
d0c6f98a-c7c0-4c16-b9d9-9169d4c02acc,30/06/2021,Dana Thomas,Male,18,69958,Electronics,East,926.52,9
4be99192-ed4d-4f4a-a652-78b0238ab218,23/07/2020,Sarah Hogan,Male,62,75692,Health & Beauty,North,685.34,4
666f3b8e-e33c-402e-8a6e-7689309228b7,19/12/2020,David Kemp,Female,57,119043,Funiture,South,910.8,5
a70a3a25-40a2-4ba3-b11b-b525ac1d79a3,12/12/2024,Maria Clarke,Female,48,147516,Groceris,North,2691.78,6
ed6c9388-22cb-4153-85e7-6bc8b88a51c4,24/09/2024,Leonard Rasmussen,Female,22,110533,Funiture,Central,338.62,1
7c2b58a2-f420-43a5-b06a-562353eb705d,28/11/2022,George Sutton,Female,55,134789,Funiture,East,610.43,6
54c23c6d-1683-4371-b295-c3ef8c289fa7,29/01/2023,Edgar Hensley,Male,30,90103,Funiture,North,39.62,1
1331f959-ecfc-487a-8e53-0cc338105e47,03/07/2021,Christopher Keith,Female,36,74171,Clothing,Central,6228.72,1
4e8ff1d0-ddac-4f6c-ad86-75409fc75fc8,12/07/2024,Thomas Moore,Female,69,25046,Health & Beauty,West,803.18,2
a4057ccf-8291-480f-b0e5-a3df8aae752d,15/11/2021,Samantha Kelly,Female,32,75317,Funiture,North,341.79,2
9d34c80b-a834-407e-a697-fd74153b4c61,07/09/2023,Johnny Lopez,Male,51,34932,Clothing,South,457.85,6
70a2de40-2280-47b8-a617-06b8b3bbc8ae,16/09/2020,Melissa Jones,Male,25,95767,Electronics,East,516.39,4
a03b043c-b6f6-48ee-9aab-c5da8bcbfee2,19/05/2021,Kim Moon,Male,42,92469,Health & Beauty,East,66.73,3
0ba8ce31-380e-43c2-8492-616a7e0dd1ce,25/08/2020,Stephanie Johnson,Female,42,89417,Electronics,South,716.73,8
1e340159-39c5-437d-b3a2-ca5684b2851f,30/11/2021,Benjamin Kirk,Male,40,72393,Electronics,South,239.45,3
910a28b6-f739-4d30-ae1f-10efd253232b,22/06/2020,Briana Matthews,Male,57,71684,Entertainment,Central,915.37,1
6d474371-00b8-43e5-b7f8-82ed8fbbc902,19/06/2020,Kim Nguyen,Male,34,44101,Funiture,West,902.28,9
4d6e20a1-c6c4-4b46-91b4-af13f8c52925,07/10/2021,Jeff Bell,Female,22,36094,Funiture,Central,860.71,2
5a8ba51a-9bd2-463f-9408-d21bce8e32be,08/01/2021,Jonathan Moore,Male,62,36740,Funiture,West,618.19,7
63dac3bf-1281-4677-8c87-0f8fdbe29700,13/05/2020,John Franco,Male,69,138037,Electronics,West,10.47,6
eecdd410-d575-4d4e-a9d8-3737b6e94be2,10/04/2021,Christopher Garcia,Male,53,47818,Clothing,South,363.82,6
ec4df40f-89fb-496e-883e-c38e5b8e6c56,05/03/2024,Jonathan Atkinson,Male,58,131380,Funiture,North,697.05,1
c381f619-5b8f-4860-964b-617b97d22db6,23/06/2021,Christina Ramirez,Female,42,129350,Electronics,East,116.59,1
e9677188-4c59-4dd9-9813-ef1898902f2c,13/05/2020,Kimberly Cruz,Male,69,135616,Groceris,Central,167.09,6
e6c7a875-e380-410b-a546-438f1eaea60f,01/02/2020,Susan Irwin,Male,63,46871,Clothing,North,16.03,7
400f6d91-09dc-4a7e-8399-b7b368f91a1a,19/11/2021,Kathleen Fritz,Female,38,113000,Clothing,Central,70.8,5
c3c19ebd-8c91-418c-911c-316bd494e9b8,03/09/2022,Steven Underwood,Female,62,115230,Health & Beauty,South,887.22,5
1380c882-ce1a-407b-80fd-25afb468026c,25/01/2022,David Vaughan,Male,19,61569,Entertainment,West,665.78,8
0d8404a2-4126-4f04-8949-f827090640b7,08/12/2020,Kevin Perez MD,Male,27,117841,Health & Beauty,East,652.55,2
3379dbf7-3dee-4e93-9fc5-6d97f407214d,27/02/2022,Wesley Boyd,Female,68,45778,Entertainment,East,684.84,4
71397c16-f2eb-4b67-8dc2-cf854f7e78df,25/10/2022,Billy Sanchez,Female,58,91643,Funiture,Central,891.71,2
91dde44c-ce40-456e-b486-9332a2cc392a,29/10/2022,Cindy White,Male,53,66376,Clothing,Central,669.98,5
7e278a8f-321e-41db-9b4e-da7f20458ade,04/04/2024,Steven Fernandez,Male,48,132699,Funiture,West,947.93,7
eeff0731-f7e6-4e3c-842f-f8f14e2130fb,22/02/2024,Cesar Wheeler,Male,65,89048,Health & Beauty,North,515.16,8
a754915f-40b3-475e-a9de-ab8ae6bcfa91,28/06/2023,Lisa Palmer MD,Male,48,78796,Groceris,North,818.06,4
c50d2fc3-f2aa-4998-b24e-d3c73a49919c,14/05/2021,Michael Stephens,Female,66,111532,Groceris,West,942.39,5
60ee0e9a-f4af-4cce-b244-d573ce441ebb,14/11/2024,Michael Chapman,Female,24,127731,Entertainment,North,993.24,4
7213dd5d-9998-443e-9c00-da0564da3ba0,27/07/2020,Sean Sawyer,Female,45,110777,Funiture,North,789.62,4
15142aa3-4207-4c5b-8fc6-a105a6342661,24/01/2024,April Hill,Female,63,46905,Health & Beauty,Central,596.87,8
705e3085-3910-4589-8729-498ee38f533e,29/11/2023,Tina Hale,Female,21,28462,Groceris,Central,464.66,7
fb317734-7db3-4c9c-b33b-a13749266515,29/11/2021,Paul Williams,Female,67,147612,Health & Beauty,East,990.81,7
b2b4112e-583d-483d-8e8b-66b054637ca5,16/10/2020,Evan Vance,Male,38,35520,Groceris,North,471.77,7
8d17b557-eee5-414e-aaad-70bf72609e19,09/10/2022,Frank Reed,Female,20,61730,Funiture,Central,831.13,5
9ff0c734-8cfd-4f17-af69-1482d00f9a1a,15/04/2023,Michael Dyer,Male,19,30919,Entertainment,East,282.3,3
1f3eb393-78c7-4b3a-a165-772aabd8d73d,25/04/2024,Brian Wilson,Male,19,26299,Groceris,West,569.55,6
f19be7fd-4a36-466d-a44d-6e4f71c4989e,19/06/2020,Gregory Curtis,Female,32,86070,Groceris,South,394.31,8
22e5e8c5-bc08-4bd7-a0bd-14769f855c1b,06/01/2021,Jennifer Smith,Male,59,60573,Groceris,East,241.22,8
6c739a79-50cd-4666-aa1c-3339d5992055,24/04/2023,Sara Callahan,Male,23,30252,Groceris,South,475.7,9
3b5709b6-fee9-4d2d-babf-93e793daf20d,06/01/2024,Ryan Wagner,Female,54,70372,Electronics,Central,394.68,6
7f52e127-341e-4c13-818f-1a197739c966,23/07/2021,Hannah Scott,Male,25,59395,Clothing,Central,94.39,9
1b2539cb-a34e-4aae-8e20-28f67b616557,05/10/2024,Terri Gregory,Female,66,78599,Clothing,North,716.48,6
1fd5d52e-0e81-4da5-8f0d-a10b26a22027,04/08/2023,Donald Brooks,Female,46,143059,Funiture,West,939.6,3
66e442c4-5981-418a-a86b-f723a572a747,13/08/2022,Tyrone Wood,Female,25,121707,Health & Beauty,East,456.04,9
0eea5fb7-c6d2-4ae7-b117-db2fef810ada,16/07/2021,Steven Stevens,Female,36,47075,Clothing,West,997.55,7
ea6f1249-dbc7-45f2-98c7-3ba80bfcee95,13/02/2023,Gary Nelson,Female,45,125824,Entertainment,East,305.72,4
5f960993-63e6-4d8c-9e6d-dc780ce2b155,07/02/2021,William Mckinney,Male,28,41163,Groceris,North,149.4,3
0b94cfeb-7fae-4218-8b57-6ce3861adc60,02/10/2021,Tonya Gross,Male,44,59407,Funiture,West,490.71,7
852d5c2c-3f38-4309-bb45-e1afaa48aae9,06/10/2022,Tyler Anderson,Male,23,121618,Funiture,North,213.01,2
ce51dcc9-8ebd-41a5-8101-7f3d31953586,04/12/2020,Gregory Willis,Male,52,94429,Clothing,South,531.69,4
f87a4169-6e5d-44a5-bbaa-1fbf7504ffbc,23/03/2023,Jeffrey Carson,Female,36,97865,Health & Beauty,West,177.42,1
3a437356-61e9-46fd-ab9f-cea979625707,29/11/2020,James Benjamin,Female,67,76981,Groceris,East,563.3,9
a4f6aef9-3c0b-428e-b192-642e2b398cba,19/08/2020,Danielle Stone,Male,24,91692,Clothing,South,456.61,7
28be319d-d278-4ed0-8fc3-90cbb47ef1ca,30/10/2022,Douglas Montes,Male,20,66002,Health & Beauty,East,657.82,4
12d3ce89-ca1b-48d6-a2e3-3fdc405f845b,03/03/2021,Andrew Sanchez,Male,66,48110,Health & Beauty,West,770.53,4
ce334ce8-3e49-49ba-9040-213a45b83a6b,25/10/2024,Jeffery Braun,Male,61,50063,Health & Beauty,East,666.41,5
a3e0f8ad-9b2a-4d99-b7f3-55d00dfc7317,20/01/2024,Anthony Sosa,Male,24,93109,Funiture,West,897.32,2
7647e6cc-579d-4603-af03-8f9d6cca84ed,02/03/2024,Holly Carrillo,Male,51,60424,Electronics,East,211.77,3
53cdaf8f-a41a-4bcf-9da3-ec1609a7098b,15/06/2023,William Hampton,Male,48,32173,Groceris,East,764.64,2
3ff1844e-3529-4bdf-ba60-6d9ed3a22627,26/04/2020,Darrell Adams,Male,45,139850,Health & Beauty,Central,744.02,4
6b70a5a8-6eb5-4552-af05-02abb2818d93,18/09/2024,Jill Williams,Female,54,83476,Funiture,Central,297.1,5
b5b41cd9-f208-42da-8073-9d012147d81a,17/11/2020,Robert Huff,Male,19,83273,Funiture,Central,505.64,8
c2913bea-e350-4fcb-81b9-fba6a02451ed,11/03/2023,Ronald Elliott,Female,49,33198,Entertainment,East,305.15,9
7ffabb55-7857-400a-b2c9-f8cfa8ba0864,14/01/2022,Mary Martin,Female,19,66984,Electronics,South,253.82,2
d0a9b961-8b85-4941-8cb5-c03394ff3383,06/11/2024,Amanda Young,Female,54,131969,Funiture,West,414.99,3
d35dcdb7-55e2-4b5a-ad5c-7e1df6d807e0,27/06/2024,Molly Small,Female,65,80210,Clothing,South,432.18,9
5680b415-a914-4157-9c7a-24469a3debf1,06/06/2022,Eric Reilly,Male,56,98808,Clothing,West,874.97,6
b437e756-f19b-4e28-ae27-3860c8ba7a63,13/01/2021,Kim Acevedo,Female,52,139357,Clothing,East,426.81,8
183c3cc0-a437-4387-9827-f162e4dd6a02,07/09/2023,Joseph West,Female,64,133100,Health & Beauty,Central,210.25,5
ff8e6fd2-9d2a-4295-82a9-cd6aec5735a5,18/04/2022,Mark Stewart,Female,50,33994,Health & Beauty,North,339.19,7
ce14ef1f-890c-4656-8f7f-d74602be27dd,06/09/2023,Antonio Robertson DVM,Male,60,30497,Entertainment,East,444.21,9
00e179d0-b896-407d-8593-8d1e4c54fb80,04/09/2024,Robert Jones,Female,36,103264,Health & Beauty,East,36.34,7
98c069f6-69b1-4fd6-95a6-c793a57fa67c,30/01/2020,Danielle Reyes,Male,59,145788,Funiture,South,268.47,2
2f526d6c-54a1-4d4e-821f-c29df0628c4c,03/07/2021,Lisa Sanders,Male,62,101606,Funiture,South,950.16,9
f5563c79-7e5b-4cd0-a538-47e9a661f75b,21/11/2024,Blake Marks,Male,39,25729,Electronics,North,472.39,5
36ef53d6-88b5-4c2f-ac21-3a263192ee39,21/03/2023,Jamie Cooper,Female,35,148628,Groceris,West,159.47,6
b6849797-d607-4c69-b8cb-96b4edadf849,03/05/2022,Stacy Munoz,Male,25,125340,Funiture,South,365.35,8
c2256f0d-a78b-4838-aec6-1b9bba5df483,18/07/2023,Brian Morgan,Male,22,26035,Funiture,West,708.81,6
937b223a-ba37-4c08-9996-7c292ad4d329,25/02/2024,Kyle Gray,Female,35,148412,Funiture,East,557.72,8
b46661fa-b486-41fd-947c-0e65f014fdee,11/01/2024,Robert Humphrey,Male,59,40810,Entertainment,Central,347.93,2
133bbd52-a7de-4de1-98e0-e10a47d20540,15/08/2021,Eric Perez,Female,66,51547,Entertainment,East,620.72,8
f96d60b3-4703-4b18-94ba-b1dc78bfb628,26/01/2022,Sheila Garcia,Male,40,127523,Groceris,Central,843.87,9
d83739bc-86b9-406e-b8ef-63f411d5bad4,17/02/2021,Andrew Fields DDS,Male,36,78109,Clothing,South,831.54,1
aad8f6df-5d1b-49a6-99e6-51b4a1442570,01/01/2023,Haley Weber,Male,57,95192,Entertainment,Central,161.24,4
aa1e8ed2-51f6-477f-a2db-d32c3a3c7ce6,15/08/2021,Daniel Campos,Female,33,120518,Entertainment,West,985.84,3
8c3ba875-fcc3-4ffb-a3ad-85781f772c32,28/07/2021,Tamara George,Male,19,115969,Groceris,Central,25.55,5
12326f8b-2989-4567-9b97-d0e75e9743c7,11/01/2021,James Gardner,Male,64,98668,Funiture,North,822.49,6
1c69caaf-f4a7-467b-a246-d2199ddcbbda,09/03/2023,Keith Dodson,Female,56,87332,Funiture,Central,260.62,6
da33b2eb-bf68-44d5-a9ce-dfaddb78c784,29/02/2020,Marissa Frazier,Female,32,30060,Funiture,East,157.84,8
02b67bc3-ec18-406b-9538-d9a61e01bf65,21/07/2020,Cassandra Ryan,Male,52,116509,Electronics,West,48.98,7
50f36582-0097-4a8f-92bf-24382a235bff,25/01/2024,Melissa Moses,Female,50,34145,Entertainment,North,519.08,4
a7de72ee-b2e8-47d7-95a2-6726842a9090,17/10/2023,Bill Thompson,Female,23,38194,Clothing,East,496.8,7
3d92a26d-2015-45b6-94c6-09f585c4a7eb,31/07/2020,Terry Petty,Female,68,38102,Health & Beauty,South,256.04,3
4a92be8a-4679-49e8-a380-5ec03355fc83,22/11/2022,Dr. Darlene Hughes,Female,24,42996,Entertainment,West,413.22,8
891f2362-fe00-46b8-a396-6083485c74bd,04/01/2020,Michael White,Female,34,78916,Entertainment,Central,876.48,2
bf15a654-db90-4ff6-b1c8-c5bec66f0238,26/10/2021,Noah Brown,Female,56,77315,Clothing,South,451.95,8
223898de-888e-40ae-963b-fc4652464921,08/01/2024,Amy Hernandez,Female,63,66541,Health & Beauty,North,643.31,9
2e944a3d-9eb6-4561-8732-21cb72b68040,27/03/2023,Leslie Landry,Male,40,56292,Groceris,South,598.73,1
ed614016-c2f7-4450-bdee-78e6897611e7,02/02/2020,Rhonda Anderson,Male,68,44559,Groceris,South,508.37,7
f14823ea-7584-41be-84fa-3aa9660f7c11,08/04/2021,Daniel Roberts,Male,26,130896,Entertainment,South,105.26,9
2833b7a7-d29a-4bd7-8048-9932e2571782,24/07/2024,Eric Ponce,Female,20,90024,Electronics,North,847.36,8
368e0f2b-dd4f-4354-bef5-2523957d2208,20/05/2020,Daniel Moore,Male,25,75232,Groceris,West,802.24,5
c6f46c18-2383-49a8-b4d6-8f62023a0f67,29/03/2022,David Singleton,Female,38,30296,Entertainment,South,578.09,5
be24e083-d8b6-4ec2-a0a1-295ffba081a8,20/12/2024,Natasha Hudson,Female,49,89845,Funiture,West,109.84,5
41b1e15c-70b9-4ef9-a48c-c568c88355e3,01/01/2022,Lisa Price,Female,27,93560,Groceris,East,434.78,1
721d971c-aa7e-4491-917d-619162de545e,13/05/2020,Ashlee Franklin,Female,35,114869,Health & Beauty,Central,284.17,2
bd12b49a-89a1-4e9d-a9ef-0a84ccfb480d,30/07/2021,Michael Mcguire,Male,50,64021,Groceris,West,563.61,1
b087a5cb-4d99-48c6-9a14-ad92f1201ab0,18/09/2022,James Andrews,Female,51,141733,Funiture,Central,279.34,1
61ef851f-b3b9-4d0a-a896-3f39cb3b71a6,03/10/2020,Tiffany Glover,Female,70,84150,Funiture,North,846.81,9
b5ec28b5-8585-4066-b66d-80e681afe775,17/03/2024,Kathleen Hubbard,Female,62,65401,Clothing,Central,27.51,7
d151fc6a-aee2-4e40-b868-1348273560ae,07/02/2023,Frank Fitzgerald,Female,36,48379,Electronics,Central,74.63,8
dee8ffcb-9a10-4c9d-86b4-485ab5171585,20/04/2022,Sherry Jones,Female,47,37572,Groceris,South,677.77,5
0548b8b4-a885-4e04-ab1f-fe3415c7a895,01/09/2022,Kimberly Jenkins,Male,43,148955,Funiture,Central,119.92,5
180c7a9b-37b7-4c52-a80d-9ebecf50c97c,03/08/2020,Brittany Edwards,Female,30,42818,Clothing,West,3263.55,1
128b4f1e-8073-4c11-8698-3c88707079fe,12/08/2022,Anthony Bryant,Female,59,37636,Entertainment,West,92.22,6
84e5a014-103f-4cb9-b399-e306abc1df3d,06/08/2020,Kevin Jones,Male,36,127562,Electronics,North,984.4,9
efd6d6e9-459f-4f01-80d1-9b34aabc81f6,11/04/2023,Timothy Cannon,Female,56,135078,Electronics,East,154.91,5
00c55919-79da-45aa-a374-346fe56ce4e6,24/06/2021,Whitney Williams,Male,58,38353,Electronics,Central,100.69,6
3613c933-514d-4868-80d7-8851a031b8cd,21/06/2024,Jeffrey Delgado,Male,40,119698,Electronics,East,650.6,4
ec6c803c-a1c3-4ce2-9594-5e0ee9af8a88,30/01/2023,Dr. Nicole Nelson,Female,36,67822,Health & Beauty,West,20.67,1
f30f21fc-5cbd-46d3-b93a-402ef5edaa8d,12/02/2024,Heather Pena,Female,61,85498,Clothing,North,554.35,4
11981807-5faa-4478-8fc3-2df945083478,04/11/2023,Allison Hardin PhD,Male,66,95452,Groceris,West,290.46,9
213e573d-b2a7-4c57-9a96-851477eacca1,31/05/2020,Amanda Foster,Male,58,121295,Electronics,West,738.93,5
01b633e1-26a8-43bd-af72-1f3404284421,13/07/2022,Samuel Macias,Female,26,70585,Electronics,South,64.17,6
c78ec4a3-2143-4914-b05f-3eab5d41a739,30/12/2020,John Jackson,Female,36,132827,Electronics,East,14.5,4
5704cef8-e7b0-436e-bfb3-650b3ac9d133,06/10/2022,Mr. Joshua Hernandez,Male,34,96789,Electronics,North,613.87,4
